,tokens,id,date,NER_labels,sentiment_labels,categ_labels
1422,"['Wow' 'can' 'the' '{@Nazionale Italiana ⭐️⭐️⭐️⭐️@}' 'Italian' 'Team'
 'win' 'the' 'World' 'Cup' 'and' 'the' 'Euros' 'in' 'succession' '???'
 ""C'on"" 'Cannavaro' '!!' '{@England Football@}' '{@Germany@}'
 '{@French Team ⭐⭐@}' '{{USERNAME}}' '{@LaLiga English@}'
 '{@Premier League@}' '{@Bundesliga English@}' '{@🎮 Major League Soccer@}'
 '{{USERNAME}}']",1403892323608576000,2021-06-13,"['O', 'O', 'O', 'B-corporation', 'B-group', 'I-group', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'B-event', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-group', 'B-group', 'B-group', 'O', 'B-corporation', 'B-event', 'B-event', 'B-event', 'O']",positive,LABEL_1
1423,"['#' 'NowPlaying' '""' 'Devil' 'In' 'A' 'New' 'Dress' '""' 'by' 'Kanye'
 'West' ',' 'Rick' 'Ross' 'on' '{@TIDAL@}' '{{URL}}']",1368380026622783489,2021-03-07,"['O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O', 'B-product', 'O']",neutral,LABEL_3
1424,"['Podcast' '#' '205' ':' 'The' 'Number' 'One' 'Reason' 'We' 'Must' 'Break'
 'Free' 'of' 'the' 'Mind' '{{URL}}' 'via' '{{USERNAME}}']",1335462230024990720,2020-12-06,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
1425,"['Desperately' 'trying' 'to' 'contact' '{@Barclays London@}' 'fraud'
 'department' '.' '50' 'minutes' 'in' 'hold' ',' 'got' 'my' 'credentials'
 'validated' 'then' 'the' 'line' 'went' 'dead' '.' 'Second' 'time' '1'
 'hr' '15' 'on' 'hold' ',' 'gave' 'sort' 'code' ',' 'then' 'line' 'went'
 'dead' '.' 'Would' 'n’t' 'anyone' 'there' 'have' 'the' 'wit' 'to' 'call'
 'me' 'back' '?']",1373603485506273284,2021-03-21,"['O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
1426,"['So' '..' '.' 'Blizzards' 'responds' 'by' 'blaming' 'the' 'state' 'for'
 'not' 'sharing' 'their' 'findings' 'so' 'that' 'the' 'company' 'could'
 'put' 'up' 'a' 'smoke' 'screen' 'when' 'the' 'state' 'looked' 'there'
 'again' ',' 'and' 'are' 'trying' 'to' 'turn' 'the' 'tables' 'so' 'that'
 'they' ""'re"" 'a' 'victim' '.' '{@Blizzard Entertainment@}' 'sorry' ','
 'you' 'do' ""n't"" 'get' 'to' 'do' 'that' '.']",1418329322411237377,2021-07-22,"['O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
1427,"['.' '{@Jeremy White@}' '{@Sal Capaccio 🏈@}' 'The' 'one' 'thing' 'I' 'do'
 ""n't"" 'see' 'the' 'bills' 'do' 'is' 'just' 'load' 'up' 'as' 'if' 'you'
 ""'re"" 'going' 'to' 'blitz' 'and' 'then' 'send' 'an' 'all' 'out' 'blitz'
 '.' 'I' 'see' 'many' 'other' 'teams' 'completely' 'load' 'up' 'the'
 'line' 'and' 'you' 'know' 'they' ""'re"" 'coming' 'and' 'they' 'come'
 'with' 'full' 'force' '.']",1318912392244432896,2020-10-21,"['O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_1
1428,"['Seriously' 'who' 'would' 'want' 'to' 'see' 'the' '{@NM State MBB@}' 'in'
 'the' 'first' 'round' 'of' 'the' 'WAC' 'Tourney' '?' 'It' '’s' 'coming'
 'together' 'for' 'them' 'at' 'the' 'wrong' 'time' 'for' 'the' 'rest' 'of'
 'the' 'field' '.']",1368410983656550401,2021-03-07,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_1
1429,"['I' 'had' 'a' 'great' 'time' 'last' 'Saturday' 'night' 'at' 'the'
 'League' 'of' 'Women' 'Voters' 'of' 'Nevada' '-' 'Education' 'Candidates'
 'Open' 'House' '.' 'I' 'always' 'love' 'a' 'chance' 'to' 'explain' 'the'
 'role' 'of' 'the' 'Nevada' 'State' 'Board' 'of' 'Education' '.' 'Thanks'
 'to' '{{USERNAME}}' 'for' 'moderating' '.' '{{USERNAME}}' '{{USERNAME}}']",1310730130214457345,2020-09-28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'I-corporation', 'O', 'I-location', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-corporation', 'I-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
1430,"['Check' 'out' 'Pokemon' 'The' 'Movie' '2000' 'VHS' 'Clam' 'Shell' 'Case'
 'Original' '{{URL}}' 'via' '{{USERNAME}}']",1368679497524985863,2021-03-07,"['O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'I-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O']",neutral,LABEL_3
1431,"['.' '{@Salman Butt@}' 'feels' 'Virat' 'Kohli' '’s' '71st' 'international'
 'century' 'is' 'round' 'the' 'corner' '#' 'SalmanButt' '#' 'ViratKohli'
 '#' 'Cricket' '{{URL}}']",1396341136139059201,2021-05-23,"['O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'O', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O']",neutral,LABEL_1
1432,"['The' 'good' 'news' 'is' ',' 'we' 'have' 'at' 'least' 'ruled' 'out'
 '{@Elon Musk@}' 'as' 'secretly' 'Satoshi' 'Nakamoto' '.' 'The' 'bad'
 'news' ',' 'we' ""'re"" 'all' 'watching' 'in' 'real' 'time' 'how' 'he' 'is'
 'rediscovering' 'things' 'that' '{{USERNAME}}' '{{USERNAME}}'
 '{{USERNAME}}' 'etc' 'have' 'long' 'wrestled' 'with' '.']",1393896756815962114,2021-05-16,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
1433,"['""' 'We' 'want' 'to' 'seek' 'some' 'clarity' ',' 'not' 'just' 'ourselves'
 ',' 'but' 'for' 'the' 'game' 'in' 'general' '.' '""' 'Carlton' 'football'
 'boss' 'Brad' 'Lloyd' 'on' 'why' 'the' 'Blues' 'are' 'appealing' 'Lachie'
 'Plowman' ""'s"" 'ban' 'despite' 'the' 'defender' 'being' 'ruled' 'of'
 'this' 'Sunday' ""'s"" 'match' 'through' 'injury' '.' 'Story' 'on'
 '{@AAP Sport@}']",1397428302109843458,2021-05-26,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-group', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",neutral,LABEL_3
1434,"['.' '{@President Biden@}' 'The' 'Commander' 'in' 'Chief' 'can' 'block'
 '{@VoteVets@}' ',' 'the' 'voice' 'of' '500k' 'military' 'veterans' 'and'
 'families' ',' 'but' 'we' 'will' 'NOT' 'be' 'silenced' '.']",1302726099068125188,2020-09-06,"['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
1435,"['New' 'video' 'from' 'our' 'Unfiltered' 'Truth' 'series' '!' 'We' 'open'
 'our' 'hearts' ',' 'minds' '&' 'arms' 'to' 'those' 'who' 'stories' 'are'
 'being' 'told' '.' 'Be' 'set' 'free' '&' 'truly' 'live' 'life' '!' 'Give'
 'it' 'to' 'God' '!' 'UNFILTERED' 'TRUTH' ':' 'WHY' 'I' 'AM' 'NOT'
 'BEAUTIFUL' '{{URL}}' 'via' '{@YouTube@}' '#' 'UnFiltered' '#' 'selflove'
 '#' 'Healing' '#' 'God']",1307617824899313667,2020-09-20,"['O', 'O', 'O', 'O', 'B-creative_work', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
1436,"['Splytt' '-' 'Element' '(' 'Music' 'Video' ')' '#' 'RIPPOPSMOKE'
 '{{URL}}' 'via' '{@YouTube@}' 'Give' 'my' 'boys' 'some' 'love' '!!' 'Let'
 'em' 'come' 'up' '!']",1350835242110652419,2021-01-17,"['B-person', 'O', 'B-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
1437,"['So' 'I' ""'m"" 'downstairs' 'in' 'my' 'kitchen' 'and' 'i' 'say' 'to'
 'myself' 'out' 'loud' 'that' 'what' 'i' 'would' 'really' 'love' 'for'
 'Father' ""'s"" 'day' 'is' 'for' 'the' 'sixers' 'to' 'win' 'tonight' ','
 'can' 'you' 'make' 'that' 'happen' 'for' 'me' 'dad' '.' 'And' 'then'
 'his' 'obituary' 'falls' 'off' 'my' 'fridge' 'for' 'no' 'apparent'
 'reason' '.' 'Miss' 'you' 'dad' '!' '{@Philadelphia 76ers@}' '#' 'Sixers']",1406489560096329738,2021-06-20,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-group']",positive,LABEL_1
1438,"['Survivors' 'are' 'sharing' 'their' 'stories' 'on' '{@Everytown@}' '’s'
 '#' 'MomentsThatSurvive' 'story' 'wall' '.' 'Read' 'this' 'powerful'
 'story' 'from' 'Nisha' ',' 'and' 'then' 'visit' 'the' 'story' 'wall' 'to'
 'read' 'other' 'stories' 'or' 'share' 'your' 'own' '.' '{{URL}}']",1386409207759466499,2021-04-25,"['O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'B-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
1439,"['Fun' 'fact' ':' 'While' 'on' 'hold' 'with' '{@The Home Depot@}' 'to'
 'schedule' 'service' 'on' 'a' 'new' 'appliance' 'that' 'appeared' 'to'
 'be' 'a' 'lemon' ',' 'I' 'took' 'it' 'apart' ',' 'fixed' 'the' 'problem'
 ',' 'and' 'put' 'it' 'back' 'together' '.' 'Then' 'I' 'hung' 'up' '.']",1401388095409471489,2021-06-06,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_2
1440,"['Never' 'thought' 'the' '{{USERNAME}}' 'would' 'make' 'it' 'in' 'to'
 'the' 'New' 'York' 'Times' '!' 'Good' 'balanced' 'article' ',' 'free'
 'to' 'sign' 'up' ',' 'and' 'includes' 'an' 'interview' 'with' 'our'
 'very' 'own' '{{USERNAME}}' 'A' 'Rebellion' 'Is' 'Stirring' 'in' 'Boris'
 'Johnson' '’s' 'Backyard' '{{URL}}']",1419264828418543622,2021-07-25,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O']",positive,LABEL_3
1441,"['The' 'prize' 'for' '{@UBA Foundation@}' ""'"" 's' 'National' 'Essay'
 'Competition' 'has' 'increased' 'significantly' 'as' 'education'
 'remains' 'one' 'of' 'its' 'key' 'initiatives' '.' 'The' '1st' 'prize'
 'is' 'a' 'N2.5' 'Million' 'educational' 'grant' ',' 'while' 'the' '2nd'
 '&' '3rd' 'prizes' 'are' 'N2' 'Million' '&' 'N1.5' 'Million'
 'educational' 'grants' '.' '#' 'UBANEC' '#' 'NEC2020']",1302573576168628224,2020-09-06,"['O', 'O', 'O', 'B-corporation', 'O', 'O', 'B-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
1442,"['The' 'NCAA' 'apologized' 'after' 'getting' 'caught' 'in' 'a' 'lie'
 'about' 'the' 'wildly' 'different' 'equipment' 'provided' 'to' 'men' ""'s""
 'and' 'women' ""'s"" 'basketball' 'players' '{{URL}}' 'via' '{@Insider@}']",1373452330457313282,2021-03-21,"['B-corporation', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",negative,LABEL_1
1443,"['An' 'apt' 'metaphor' 'on' 'Trump' '+Putin' ':' 'Born' 'fused' 'at' 'the'
 'head' ',' 'surgical' 'separation' 'failed' '.' 'Misery' 'to' 'millions'
 '.' 'Never' 'forget' ':' 'It' 'is' 'Biden' 'who' 'keeps' 'us' 'from'
 'the' 'crooks' 'and' 'Russia' '.' 'Covid-19' 'deaths' 'in' 'Russia' 'are'
 'soaring' '{{URL}}' 'from' '{@The Economist@}' '{{URL}}']",1414675840302927872,2021-07-12,"['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-product', 'O']",negative,LABEL_2
1444,"['Happy' 'Valentines' 'day' 'to' 'my' 'lovely' 'and' 'dear' 'partner' ','
 'my' 'best' 'of' 'friends' '{{USERNAME}}' 'who' 'I' 'adore' 'from' 'the'
 'bottom' 'of' 'my' 'heart' '!!' 'It' ""'s"" 'only' 'been' '6' 'months'
 'but' 'it' 'feels' 'like' 'I' ""'ve"" 'always' 'known' 'you' '☆' 'Shoutout'
 'to' '{{USERNAME}}' 'for' 'being' 'a' 'good' 'friend' 'as' 'well' '!' '!']",1361070392241233925,2021-02-14,"['B-event', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
1445,"['“' 'I' 'feel' 'so' 'blessed' 'to' 'be' 'married' 'to' 'the' 'funniest'
 'man' 'I' 'know' '.' 'To' 'the' 'one' 'who' 'makes' 'me' 'laugh' 'so'
 'hard' ',' 'the' 'tears' 'run' 'down' 'my' 'leg' '.' '”' 'KARINA'
 'ASAPebIBIG' '{{USERNAME}}']",1360796775183917056,2021-02-14,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'B-person', 'B-person']",positive,LABEL_1
1446,"['DaBaby' 'Brings' 'Out' 'Megan' 'Thee' 'Stallion' ""'s"" 'Nemesis' 'Tory'
 'Lanez' 'At' 'Rolling' 'Loud' 'Miami' '-' 'Gets' 'Shoe' 'Thrown' 'At'
 'His' 'Head' '--' '{{URL}}' 'via' '{@HipHopDX@}']",1419957707591794698,2021-07-27,"['B-person', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'B-creative_work', 'I-person', 'I-person', 'O', 'B-event', 'I-event', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']",neutral,LABEL_0
1447,"['FULL' 'TIME' 'Derry' 'City' 'have' 'won' 'consecutive' 'home' 'games'
 'for' 'the' 'first' 'time' 'this' 'season' '.' 'The' 'Candystripes'
 'stay' '5th' 'in' 'the' 'league' ',' '7' 'points' 'clear' 'of' 'Dundalk'
 '.' 'Jamie' 'McGonigle' ""'s"" 'penalty' 'proved' 'to' 'be' 'the'
 'difference' ',' 'his' '2nd' 'goal' 'for' 'the' 'club' '.'
 '{@Derry City FC@}' '1-0' '{@Dundalk FC@}']",1426936407017369603,2021-08-15,"['O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'B-group']",positive,LABEL_3
1448,"['Watching' '{@Andrew Marr@}' 'stop' '{@Boris Johnson@}' 'waffling' '.'
 'Jump' 'in' 'and' 'tell' 'him' 'to' 'shut' 'up' 'and' 'answer' 'the'
 'questions' '.' 'It' ""'s"" 'pathetic' '.' 'Another' 'wasted' 'opportunity'
 'to' 'hold' 'this' 'charlatan' 'to' 'account']",1345667018998034432,2021-01-03,"['O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
1449,"['Our' 'boys' 'are' 'healthy' ',' 'so' 'moas' 'please' 'stay' 'safe' 'and'
 'healthy' 'too' '~' 'Also' 'do' ""n't"" 'forget' 'to' 'stream' 'and' 'vote'
 'daily' '.' 'thank' 'you' 'for' 'working' 'hard' ',' 'and' 'let' ""'s""
 'have' 'only' 'happy' 'days' 'moa' '~' '[#' '2020MAMA' ']' 'Voted' 'for'
 '#' 'TXT' 'on' '#' 'MAMAVOTE' '｜' '2020' 'MAMA' '｜' '2020.12.06' '('
 'SUN' ')' '{@MAMA(엠넷아시안뮤직어워즈)@}' '{@TOMORROW X TOGETHER@}']",1331778237068840966,2020-11-26,"['O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-event', 'O', 'O', 'O', 'O', 'O', 'B-group', 'B-group']",positive,LABEL_3
1450,"['I' 'do' ""n't"" 'know' 'what' 'I' 'would' 'do' 'if' 'my' 'girl' 'passed'
 'away' '........' '.' 'Let' ""'s"" 'give' 'keinan' 'iskhathi' 'sakhe' ','
 'even' 'if' 'it' ""'s"" 'forever' '{@AKA@}' '.........' '.' 'I' 'do' ""n't""
 'wanna' 'know' 'how' 'he' 'feels' ',' 'I' ""'m"" 'just' 'hoping' 'dude'
 'is' 'okay']",1381334337157804032,2021-04-11,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_1
1451,"['.' '{@Conservatives@}' 'criminal' 'negligence' ""'"" 'The' 'second'
 'fatal' 'flaw' 'in' 'the' 'UK' '’s' 'response' 'happened' 'on' '12'
 'March' ',' 'when' 'the' 'government' 'made' 'the' 'fatal' 'decision'
 'to' 'stop' 'community' 'testing' ',' 'abandoning' 'its' 'line' 'of'
 'sight' 'over' 'who' 'had' 'the' 'virus' 'and' 'where' 'it' 'was'
 'spreading' '.' ""'"" '{{URL}}']",1354395934600400900,2021-01-27,"['O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",negative,LABEL_3
1452,"['LYNC' 'LONE' '-' 'MOLEHILLS' '(' 'OFFICIAL' 'MUSIC' 'VIDEO' ')' 'PROD'
 '.' 'BY' '{{USERNAME}}' 'SHOT' '&' 'EDITED' 'BY' 'BIFFY' 'TRACK' '4'
 'FROM' 'THE' 'MIXTAPE' '“' 'SPIRITS' 'R' 'HIGH' '”' 'ALL' 'PROD' '.'
 'BLOODBLIXING' 'STREAMING' 'EVERYWHERE' 'NOW' 'TAP' 'IN' '{{URL}}']",1333197520412008448,2020-11-29,"['B-group', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'I-creative_work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",neutral,LABEL_3
1453,"['Finally' ',' 'honesty' 'from' 'a' 'person' 'of' 'authority' '.' '“'
 'The' 'best' 'decisions' 'that' 'leaders' 'make' 'are' 'those' 'that'
 'are' 'fully' 'challenged' 'by' 'other' 'people' '.' 'The' 'power' 'of'
 'saying' '‘' 'I' 'do' 'n’t' 'know’' '-' 'of' 'looking' 'at' 'a'
 'decision' 'and' 'saying' '‘' 'Is' 'that' 'actually' 'right' '?' '’' '-'
 'is' 'underestimated' '.' '”' 'Thank' 'you' '{@Keir Starmer@}']",1328064544888020993,2020-11-15,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person']",positive,LABEL_3
1454,"['Mary' 'Queen' 'of' 'Scots' 'the' 'Line' 'of' 'Duty' '..' '.' 'Sunday'
 'is' '{@martin compston@}' 'day' '.']",1383749817592008708,2021-04-18,"['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O']",neutral,LABEL_0
1455,"['OK' ',' 'Amanda' 'Gorman' 'is' 'invited' 'to' 'the' 'Super' 'Bowl' ','
 'does' 'that' 'mean' 'the' '{@NFL@}' 'is' 'going' 'to' 'rehire'
 '{@Colin Kaepernick@}' '?' 'With' 'back-pay' '?']",1358474989901475841,2021-02-07,"['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']",neutral,LABEL_1
1456,"['Celebrating' 'Labor' 'Day' 'Weekend' 'by' 'calling' 'voters' 'in'
 'Montana' 'for' 'Bullock' 'with' '#' 'field4lyfe' 'hype' 'woman'
 '{{USERNAME}}' '.']",1302727741972926470,2020-09-06,"['O', 'B-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",positive,LABEL_3
1457,"['Gucci' 'Mane' 'Shares' ""'"" 'Trap' 'God' ""Classics'"" 'Compilation'
 'Following' 'Verzuz' 'Battle' 'With' 'Jeezy' '--' '{{URL}}' 'via'
 '{@HipHopDX@}']",1330571157922320387,2020-11-22,"['B-person', 'I-creative_work', 'O', 'O', 'B-creative_work', 'I-creative_work', 'I-creative_work', 'O', 'O', 'B-creative_work', 'O', 'O', 'I-creative_work', 'O', 'O', 'O', 'B-product']",neutral,LABEL_3
